Course, CRN, Comments, Department, Last Taught
ENGS 102, 15443, Prereqs enforced by the system: 3 hrs  ENGS between 005-096 and minimum  sophomore standing, ENGLISH, Spring 2018
ENGS 104, 91286, Prereqs enforced by the system: Three  hours in ENGS courses numbered ENGS 005  - ENGS 096; Instructor permission, ENGLISH, Fall 2020
ENGS 105, 11174, Prereqs enforced by the system: 3 hrs  ENGS between 005-096; Instructor  permission required, ENGLISH, Spring 2020
ENGS 107, 95973, Prereqs enforced by the system: ENGS  050, ENGS 051, or ENGS 053; Minimum  Sophomore standing, ENGLISH, Fall 2020
ENGS 111, 95495, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STUDIES, Fall 2019
ENGS 112, 95255, No Requirement Information Given, AFRICAN--STUDIES, Fall 2017
ENGS 113, 13846, Prereqs enforced by the system: 3 hrs  ENGS between 005-096 and Sophomore  Standing, ENGLISH, Spring 2017
ENGS 114, 93403, Prereqs enforced by the system: ENGS  050 or 051 or 053; Minimum Sophomore  standing, ENGLISH, Fall 2020
ENGS 117, 93404, Prereqs enforced by the system: ENGS  050 or 051 or 053; Minimum Sophomore  standing, ENGLISH, Fall 2020
ENGS 118, 96106, Prereqs enforced by the system: ENGS  053; Minimum Sophomore standing, ENGLISH, Fall 2020
ENGS 119, 95531, Prereqs enforced by the system: ENGS  053; Minimum Sophomore standing., ENGLISH, Fall 2020
ENGS 120, 15444, Prereqs enforced by the system: ENGS  053; and Minimum Sophomore standing, ENGLISH, Spring 2018
ENGS 131, 95532, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing; Cross  listed with JS 196; Total combined  enrollment = 30, ENGLISH, Fall 2020
ENGS 133, 14328, Prereqs enforced by the system: 3 hrs  ENGS between 005-096; and Minimum  Sophomore standing, ENGLISH, Spring 2020
ENGS 134, 95527, Prereqs enforced by the system: Three  hours in ENGS courses numbered ENGS 005  - ENGS 096; minimum Sophomore standing, ENGLISH, Fall 2018
ENGS 135, 95557, Prereqs enforced by the system: 3 hours  in English; Minimum Sophomore standing, ENGLISH, Fall 2016
ENGS 136, 96055, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2020
ENGS 137, 95335, Prereqs enforced by the system: Three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum Sophomore standing, ENGLISH, Fall 2018
ENGS 138, 95498, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2019
ENGS 141, 95259, Prereqs enforced by the system: Three  hours in ENGS courses ENGS 005 - ENGS  096; Sophomore standing., ENGLISH, Fall 2017
ENGS 143, 96115, Prereqs enforced by the system: Three  hours in English courses numbered: ENGS  005 - ENGS 096; Minimum sophomore  standing, ENGLISH, Fall 2020
ENGS 144, 95260, Prereqs enforced by the system: Three  hours in ENGS courses ENGS 005 - ENGS  096; Sophomore standing., ENGLISH, Fall 2017
ENGS 145, 95503, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2019
ENGS 150, 95499, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2019
ENGS 151, 15304, Prereqs enforced by the system: 3 hrs  ENGS between 005-096 and Minimum  Sophomore Standing, ENGLISH, Spring 2017
ENGS 152, 95547, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2020
ENGS 156, 95548, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2020
ENGS 158, 15650, Prereqs enforced by the system: 3 hrs  ENGS between 005-096; and Minimum  Sopho9more standing; Cross listed with  GSWS 142 A, ENGLISH, Spring 2019
ENGS 160, 15306, Prereqs enforced by the system: 3 hrs  ENGS between 005-096 and Minimum  Sophomore Standing, ENGLISH, Spring 2017
ENGS 161, 15749, Prereqs enforced by the system: 3 hrs  ENGS between 005-096, ENGLISH, Spring 2016
ENGS 163, 95500, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STUDIES, Fall 2019
ENGS 164, 95968, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2020
ENGS 167, 15273, Prereqs enforced by the system: 3 hrs  ENGS between 005-096; Minimum sophomore  standing, ENGLISH, Spring 2020
ENGS 168, 15274, Prereqs enforced by the system: 3 hrs  ENGS between 005-096; Minimum sophomore  standing, ENGLISH, Spring 2020
ENGS 176, 95535, Prereqs enforced by the system: three  hours in ENGS courses ENGS 005 - ENGS  096; Minimum sophomore standing, ENGLISH, Fall 2020
ENGS 177, 12871, No Requirement Information Given, CRITICAL--RACE--&--ETHNIC--STUDIES, Spring 2020
ENGS 179, 15275, No Requirement Information Given, AFRICAN--STUDIES, Spring 2020
ENGS 182, 95549, No Requirement Information Given, AFRICAN--STUDIES, Fall 2020
ENGS 188, 15450, Prereqs enforced by the system: 3 hrs  ENGS between 005-096 and Minimum  Sophomore Standing, ENGLISH, Spring 2018
ENGS 191, 96166, No Requirement Information Given, ENGLISH, Fall 2019
ENGS 192, 11017, Instructor permission required; Minimum  Junior/Senior standing, ENGLISH, Spring 2020
ENGS 194, 16060, Department permission required, ENGLISH, Spring 2019
ENGS 195, 95950, Cross listed with THE 170 A; Max  combined enrollment 16, ENGLISH, Fall 2019
ENGS 196, 15746, Instructor permission required; Contact  department for location; Dates: Feb 10  - March 20, ENGLISH, Spring 2020
ENGS 197, 91113, Departmental Permission, ENGLISH, Fall 2020
ENGS 198, 11638, Department Permission required, ENGLISH, Spring 2016
ENGS 201, 95783, Prerequisites: ENGS 100; and one of the  following pairs of courses: ENGS 021  and ENGS 022, ENGS 023 and ENGS 024, or  ENGS 027 and ENGS 028; Instructor  permission for graduate students, ENGLISH, Fall 2018
ENGS 211, 95554, Prereqs enforced by the system: ENGS  100; ENGS 050 or ENGS 051 or ENGS 053;  and one of the following pairs of  courses: ENGS 021 and ENGS 022, ENGS  023 and ENGS 024, or ENGS 027 and ENGS  028; Cross listed with GSWS 295 B;  Total combined enrollment = 22, ENGLISH, Fall 2020
ENGS 212, 14130, Prereqs enforced by the system: ENGS  100; ENGS 050 or ENGS 051 or ENGS 053;  & one of the following pairs of  courses: ENGS 021 & 022, ENGS 023 & 024  or ENGS 027 & 028; Instructor  permission for Graduate students., ENGLISH, Spring 2019
ENGS 221, 94060, Prereqs: ENGS 100 and one of the  following pairs of courses: ENGS 021 &  022, ENGS 023 & 024 or ENGS 027 & 028;  See instructor for override if you have  taken ENGS 086; Junior or Senior  standing only; Instructor Permission  for graduate students, ENGLISH, Fall 2017
ENGS 222, 15391, Pre-reqs enforced by the system: ENGS  100; and one of the following pairs of  courses: ENGS 021 and ENGS 022, ENGS  023 and ENGS 024, or ENGS 027 and ENGS  028; Instructor permission for graduate  students, ENGLISH, Spring 2020
ENGS 241, 95152, Prereqs: ENGS 100 and one of the  following pairs of courses: ENGS 021 &  022, ENGS 023 & 024, or ENGS 027 & 028;  Instructor permission for graduate  students, ENGLISH, Fall 2018
ENGS 242, 15452, Prereqs: ENGS 100 and one of the  following pairs of courses: ENGS 021 &  022, ENGS 023 & 024 or ENGS 027 & 028;  Instructor permission for graduate  students, ENGLISH, Spring 2018
ENGS 252, 15701, Pre-reqs: ENGS 100; and one of the  following pairs of courses: ENGS 021  and ENGS 022, ENGS 023 and ENGS 024, or  ENGS 027 and ENGS 028; Instructor  permission for graduate students, ENGLISH, Spring 2019
ENGS 281, 95552, Prereqs enforced by the system: ENGS  100 and one of the following pairs of  courses: ENGS 021/022, ENGS 023/024 or  ENGS 027/028, ENGLISH, Fall 2020
ENGS 282, 15277, Pre-reqs enforceed by the system: ENGS  100; and one of the following pairs of  courses: ENGS 021 and ENGS 022, ENGS  023 and ENGS 024, or ENGS 027 and ENGS  028; Instructor permission for graduate  students, ENGLISH, Spring 2020
ENGS 295, 15711, Winter Session Travel Course Dates: 12/  26/18-1/11/19; Travel Dates: 12/26/18-1/  12/2019; Location: Sri Lanka;  Instructor permission required; Program  Fee: $2, 521.00; Open to CDE and Degree  students; Pre & Post work required;  Cross listed with ENGS 095 WW1 & ENGS  195 WW1, ENGLISH, Spring 2019
ENGS 297, 97133, Instructor permission required, ENGLISH, Fall 2020
ENGS 320, 15279, Graduate Standing Only, ENGLISH, Spring 2020
ENGS 330, 95551, Graduate Students Only, ENGLISH, Fall 2020
ENGS 340, 15281, Graduate Standing or Instructor  permission Course meets in Howe Library  302., ENGLISH, Spring 2020
ENGS 345, 91288, Graduate students only, ENGLISH, Fall 2020
ENGS 350, 93406, Graduate students only, ENGLISH, Fall 2020
ENGS 360, 95550, Graduate Students Only, ENGLISH, Fall 2020
ENGS 391, 96173, Graduate standing only; Instructor  Permission; Contact instructor for  meeting location and time, ENGLISH, Fall 2020
ENGS 397, 97034, Instructor permission required, ENGLISH, Fall 2020
ENGS 398, 93159, Prereqs enforced by the system: ENGS  345; Graduate standing, ENGLISH, Fall 2020
ENSC 001, 90338, ENSC majors only; Open to Degree and  CDE students, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 009, 91232, 1st yr ENSC majors in CALS/RSENR only, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 095, 15021, CAS ENSC first year majors only, ENVIRONMENTAL--SCIENCES, Spring 2017
ENSC 130, 91515, Must reg for ENSC lab A01, A02, A03, A04, A05; ENSC majors only, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 160, 90340, Prereqs enforced by the system: ENSC  001 & BCOR 11/12 or BIOL 001/002 & CHEM  31/32 & MATH 19/20 or 21/22; Must  register for an ENSC 160 lab; ENSC  majors only; Minimum Junior standing, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 185, 95734, Pre req: GEOG 040; Cross listed with  GEOG 140 A Total combined enrollment =  40, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 192, 92530, Arranged independently between students  & faculty, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 195, 92868, Instructor Permission Required:  Arranged independently between students  & faculty, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 196, 92869, Instructor Permission Required:  Arranged independently between students  & faculty, ENVIRONMENTAL--SCIENCES, Fall 2020
ENSC 201, 12758, Prereqs enforced by the system: ENSC  160 & NR 103 or BCOR 102; Lab meeting  takes place off-campus; Juniors and  Seniors only, ENVIRONMENTAL--SCIENCES, Spring 2020
ENSC 202, 12759, Title: Applied Environmental Assessment  and Analysis, ENVIRONMENTAL--SCIENCES, Spring 2020
ENSC 274, 15487, Prereqs enforced by the system: BCOR  102 or NR 103, ENVIRONMENTAL--SCIENCES, Spring 2020
ENSC 295, 15416, Prereq: GEOG 040 or ENSC 001; minimum  Junior standing; Cross-listed with GEOG  246; total combined enrollment=20  Course fee: $70, ENVIRONMENTAL--SCIENCES, Spring 2020
ENSC 299, 90564, Program Chair permission (via  application) required; Contact  instructor for application & meeting  location/time, ENVIRONMENTAL--SCIENCES, Fall 2020
ENVS 001, 90129, Must register for a lab; Degree  students only even after level  restrictions removed; CDE students  register for ENVS 001 ZRA, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 002, 10248, Must register for an ENVS 002  discussion section; Open to Degree and  CDE students, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 095, 94471, Cross listed with VS 052 and GEOG 095 B;  Open to Degree and CDE students;  Maximum combined enrollment is 75, ENVIRONMENTAL--STUDIES, Fall 2019
ENVS 101, 93100, Prereqs enforced by the system: ENVS  001 & 002; ENVS majors only, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 107, 92519, Cross listed with NR 107 A, HLTH 107 A;  Open to Degree and CDE students, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 137, 95606, Prereq: One course in drawing, design  or mapping; Minimum Junior standing;  Cross listed with NR 137 A, PSS 137 A, CDAE 137; Combined total enrollment 40;  Lab 2:00-3:45 meets in Marsh Life  Science 126, 128 and 129; Instr perm  required (email aresnik@uvm.edu for  override), ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 141, 91336, Minimum sophomore standing; Cross  listed with NR 141 A, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 142, 91517, Prereqs enforced by the system: NR 104  or POLS 021; Minimum sophomore standing;  Cross listed with NR 153 A; Maximum  combined enrollment = 30., ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 143, 14325, Prereqs enforced by the system: GEOG  040, 050 or 070; or ENVS 001 or ENVS  002; Cross listed with GEOG 173; Total  Combined Enrollment = 40 25 seats GEOG, 15 seats ENVS, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 150, 14299, Spring Break Travel Course; Travel  Dates: 03/7 to 3/15/20; Location:  Galapagos Islands in Ecuador; Please  contact instructor for Pre & Post work  requirements; Program Fee: $3, 075.00;  Airfare is additional; Prereqs enforced  by the system: ENVS 001 or 002 or NR  001 or 002 or ENSC 001; Cross listed  with PBIO 195 TR1; Instructor  Permission Required; Open to both  degree and CDE students, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 151, 10404, Prereqs enforced by the system: ENVS  001 or ENVS 002; ENVS majors only;  Degree students only even after level  restrictions removed; CDE students  register for ENVS 151 ZRA, ENVIRONMENTAL--STUDIES, Spring 2016
ENVS 153, 93161, Prereqs enforced by the system: ENVS  001 or 002 or NR 001, or NR 002, or ENSC  001, ENVIRONMENTAL--STUDIES, Fall 2016
ENVS 154, 11458, Prereqs enforced by the system: ENVS  001 or 002, or NR 001 or 002 or ENSC  001, ENVIRONMENTAL--STUDIES, Spring 2018
ENVS 156, 90843, Prereq: 3 credits in basic biology or  ecology or permission; Sophomore  standing; Cross listed with PSS 156 A;  Open to Degree and CDE students; Total  combined enrollment is 48, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 165, 15342, Prereqs enforced by the system: ENVS  001 or 002, NR 001 or NR 002 or ENSC  001, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 167, 96190, Cross listed with HST 067 A/ZRA; Total  combined enrollment = 150, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 170, 15577, Prereqs enforced by the system: ENVS  001, 002 or NR 002, ENVIRONMENTAL--STUDIES, Spring 2016
ENVS 173, 90735, Prereqs enforced by the system: ENVS  001 or NR 001; This course takes place  entirely in the field, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 174, 93932, Prereqs enforced by the system: ENVS  001 or NR 001, ENVIRONMENTAL--STUDIES, Fall 2017
ENVS 177, 14643, Prereqs enforced by the system: ENVS  001 or NR 001; Minimum Sophomore  standing; Open to both CDE and Degree  Students;, ENVIRONMENTAL--STUDIES, Spring 2017
ENVS 178, 14275, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Cross listed with PHIL 010 A; Total  combined enrollment is 60, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 179, 95878, Prereqs enforced by the system: ENVS  001 or 002, or NR 002 or GSWS 001;  Sophomore standing; Cross listed with  GSWS 179 A; Total Combined Enrollment =  15, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 180, 95517, Prereqs enforced by the system: ENVS  001 or 002 or NR 002, ENVIRONMENTAL--STUDIES, Fall 2019
ENVS 181, 93004, Prereqs enforced by the system: ENVS  001 or 002 or NR 002; Cross listed with  CRES 195 C; Total combined enrollment =  40, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 182, 94002, Prereqs enforced by the system: ENVS  001 or 002 or NR 002; Contact Dept. for  location, ENVIRONMENTAL--STUDIES, Fall 2017
ENVS 183, 15889, Cross listed with CDAE 195 O, ENVIRONMENTAL--STUDIES, Spring 2018
ENVS 185, 95626, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or NR 002 or CDAE  002, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 187, 95642, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or NR 002 or ENSC  001 or instructor permission, ENVIRONMENTAL--STUDIES, Fall 2017
ENVS 188, 11232, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002, or ENSC  001; Minimum sophomore standing; ENVS  Breadth, ENVIRONMENTAL--STUDIES, Spring 2020
ENVS 191, 90635, Instructor permission required, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 192, 15541, Instructor permission via email: Amy.  Seidl@uvm.edu required, ENVIRONMENTAL--STUDIES, Spring 2019
ENVS 195, 93006, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Cross listed with CDAE 006 A; Total  combined enrollment is 38, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 196, 11241, Co-req ENVS 156 (successful completion  required); Email aresnik@uvm.edu for  instructor permission; See other  relevant notes under ENVS 156; Cross  listed with PSS 196 A; Open to both CDE  and Degree students; Instructor  permission required; Prereqs enforced  by the system: ENVS 001, 002 or NR 001, 002, or ENSC 001, ENVIRONMENTAL--STUDIES, Spring 2016
ENVS 197, 15609, Prereqs enforced by the system: ENVS  001 or 002 or NR 001 or 002 or ENSC 001;  Minimum sophmore standing; Instructor  permission required, ENVIRONMENTAL--STUDIES, Spring 2019
ENVS 198, 97088, Instructor permission required, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 201, 90268, Prereqs: ENVS 151 or ENVS 195, Academic  Planning Workshop; ENVS majors only;  Minimum junior standing, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 202, 90422, Prereq: ENVS 201, ENVS 151; ENVS Majors  only; Variable credit course Course  meets in the Rock Room, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 203, 10651, ENVS majors only; Instructor permission  via email, Brendan.Fisher@uvm.edu, ENVIRONMENTAL--STUDIES, Spring 2019
ENVS 204, 95639, Prereqs enforced by the sytem: ENVS 001/  002; Course title: Seminar  Environmental Studies: Climate, Forests  & Community, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 212, 91330, Prereqs enforced by the system: PSS 021;  Pre/Co-req: Senior or Graduate standing;  PSS 021 or one semester ecology at or  above the 100 level or permission; Must  register for ENVS lab A01 or A02; Field  trip fee: $30; Service Learning; Cross  listed with PSS 212; Total combined  enrollment is 40;, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 237, 96009, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 267, 95447, Prerequisites: Twelve hours of History;  Junior/Senior/Grad Standing;  Cross-listed with: HST 267, ENVIRONMENTAL--STUDIES, Fall 2017
ENVS 284, 90636, Permission required; On-campus class:  meets in Bittersweet Conference Room;  Minimum junior standing; Teaching  Assistantship ENVS 001, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 291, 90265, Prereqs enforced by the system: ENVS  002; Senior standing only; Permission  (via application) required, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 293, 93069, Prereqs enforced by the system: ENVS  142 or NR 153, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 294, 95650, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 295, 95604, Instructor permission required; Junior  or senior standing only; Available  credits: 1-4; Email instructor (pokane@  uvm.edu) to apply for permission;  Service Learning, ENVIRONMENTAL--STUDIES, Fall 2020
ENVS 297, 15542, Instructor permission required, ENVIRONMENTAL--STUDIES, Spring 2019
ESOL 095, 94469, Open to Degree and CDE Students;  Instructor permission, ENGL--FOR--SPKRS--OF--OTHER--LANGS, Fall 2020
ESOL 096, 11228, Global Gateway students only Meets in  Austin 019B on Thursdays., ENGL--FOR--SPKRS--OF--OTHER--LANGS, Spring 2020
EXMS 095, 95016, EMS; Sr; S/U Grading; Credits: 1-6, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 096, 15301, No Requirement Information Given, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 150, 11367, 1st Year EMS majors only, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 192, 13817, EMS majors; JRS/SRS; Additional  sessions on evenings, weekends, etc., EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 196, 16007, Independent study course, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2016
EXMS 240, 12871, Prereqs enforced by the system: ANPS  019 and ANPS 020; EMS majors; JRS only;  Instructor: Tracy Benedict, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 242, 91378, Prereqs enforced by the system: PSYS  001 or PSYC 001; Open to degree and CDE  students; Soph (or higher); EMS, ATEP  mjrs, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 244, 91620, Prereqs enforced by the system: NFS 043;  Open to degree and CDE students; EXMS  2nd year only, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 245, 91056, Prereqs: RMS 250 and EXMS 254; EXMS  Majors only; Location: Rowell 017, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 260, 90543, EXMS Juniors and PE majors only, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 262, 10794, Prereqs enforced by the system: ANPS  019 & 020 & EXMS 244; EMS majors; SRS  only; JRS by permission., EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 263, 90548, Prereqs enforced by the system: RMS 250  and EXMS 260; EMS seniors only, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 264, 11487, Prereqs enforced by the system: RMS 250  & EXMS 245 EMS 4th Year Only Online  course, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 268, 11368, Prereqs enforced by the system: RMS 250  & EXMS 245 EMS 4th Year Only, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 270, 13812, JR EMS Only, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 272, 10795, EMS Seniors, EXERCISE--&--MOVEMENT--SCIENCE, Spring 2018
EXMS 292, 93605, EMS or AT Juniors or Seniors;  Prerequisites: NONE, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXMS 295, 96000, Location: Rowell 017; Title: Phys  Activity Meas in Children & Youth, EXERCISE--&--MOVEMENT--SCIENCE, Fall 2017
EXSC 150, 13593, First year EXSC majors only, EXERCISE--SCIENCE, Spring 2020
EXSC 192, 93686, EXSC/EMS Students; Prerequisites: None;  1 - 4 Credits, EXERCISE--SCIENCE, Fall 2019
EXSC 213, 95599, Prereqs enforced by the system: ANPS  019 and 020, EXERCISE--SCIENCE, Fall 2020
EXSC 240, 13595, Prereqs enforced by the system: ANPS  019 & 020; EXSC Juniors; PE Majors, EXERCISE--SCIENCE, Spring 2020
EXSC 242, 93243, Prereqs enforced by the system: PSYS  001; EXSC/EMS, AT students only;  Sophomore standing or higher; Open to  Degree and CDE students, EXERCISE--SCIENCE, Fall 2020
EXSC 244, 94820, Prereqs enforced by the system: NFS 043;  EXSC 2nd Year students Only; Open to  degree and CDE students, EXERCISE--SCIENCE, Fall 2018
EXSC 245, 93258, EXSC/EMS Seniors Only; Prereq: RMS 250;  Location: Rowell Lab 017, EXERCISE--SCIENCE, Fall 2020
EXSC 250, 95600, Prereqs enforced by the system: ANPS  019 and 020; Restricted to EMS/EXSC  Juniors; All others by instructor  permission, EXERCISE--SCIENCE, Fall 2020
EXSC 252, 95601, Prereq: ANPS 19 & 20; EMS/EXSC Juniors  Only; Location: Rowell Room 017, EXERCISE--SCIENCE, Fall 2020
EXSC 260, 93270, EXSC or PE majors only; Junior or  Senior standing only, EXERCISE--SCIENCE, Fall 2020
EXSC 262, 13596, Prereqs enforced by the system: ANPS  019 & 020 & EXSC 244; EXSC seniors only, EXERCISE--SCIENCE, Spring 2020
EXSC 263, 93245, Prereqs enforced by the system: EXSC  260 & RMS 250; EXSC/EMS Seniors only, EXERCISE--SCIENCE, Fall 2020
EXSC 264, 13597, Prereqs enforced by the system: RMS 250  & EXSC 245; EXSC seniors only, EXERCISE--SCIENCE, Spring 2020
EXSC 268, 13598, Prereqs enforced by the system: RMS 250  & EXSC 245; EXSC seniors only, EXERCISE--SCIENCE, Spring 2020
EXSC 270, 13599, EXSC seniors only, EXERCISE--SCIENCE, Spring 2020
EXSC 272, 93246, EXSC/EMS seniors only; HIPPA/OSHA  Training fee: $7.00; Credits: 1 - 6, EXERCISE--SCIENCE, Fall 2020
EXSC 292, 93248, EXSC/EMS majors; Junior or Senior  standing only; Credits: 1-4, EXERCISE--SCIENCE, Fall 2020
EXSC 296, 96044, EXSC seniors only., EXERCISE--SCIENCE, Fall 2020
EXSC 298, 95060, AT/EMS/EXSC Students; 1-6 Credits, EXERCISE--SCIENCE, Fall 2020
EXSC 302, 95063, This course meets in person and online;  PAWS Students only; All other graduate  students by instructor permission., EXERCISE--SCIENCE, Fall 2020
EXSC 303, 97049, Open to Remote Grad students only; PAWS  students only;, EXERCISE--SCIENCE, Fall 2020
EXSC 345, 96370, No Requirement Information Given, EXERCISE--SCIENCE, Fall 2020
EXSC 350, 95909, PAWS students only; Graduate students  only; This course meets in person and  online, EXERCISE--SCIENCE, Fall 2019
EXSC 354, 94415, This course meets in person and online;  Graduate students only, EXERCISE--SCIENCE, Fall 2020
EXSC 360, 97054, Open to Remote Grad students only; PAWS  students only, EXERCISE--SCIENCE, Fall 2020
EXSC 365, 95315, PAWS students only; Graduate students  only; This course meets in person and  online, EXERCISE--SCIENCE, Fall 2019
EXSC 368, 15114, PAWS students only. All other graduate  students by instructor permission only., EXERCISE--SCIENCE, Spring 2020
EXSC 370, 15115, PAWS Students Only. All other graduate  students by instructor permission only., EXERCISE--SCIENCE, Spring 2020
EXSC 397, 15721, Instructor permission required; Course  title: PAWS TA, EXERCISE--SCIENCE, Spring 2020
FOR 001, 12421, No Requirement Information Given, FORESTRY, Spring 2020
FOR 021, 90584, Must register for a FOR 021 lab A01-A02;  Course fee: $50., FORESTRY, Fall 2020
FOR 095, 15375, FOR and WFB majors only; First-year and  sophomore students only; Cross listed  with WFB 095; Total combined  enrollment: 50, FORESTRY, Spring 2020
FOR 111, 93053, Must register for a lab A02 or A03;  Course fee: $60.00, FORESTRY, Fall 2020
FOR 112, 13205, No Requirement Information Given, ENVIRONMENTAL--STUDIES, Spring 2020
FOR 146, 15513, Hybrid course; Lecture material on line;  Meet face to face for lab; Cross listed  with NR 146; Max combined enrollment 25, FORESTRY, Spring 2019
FOR 182, 10535, RSENR Seniors only, FORESTRY, Spring 2018
FOR 191, 10165, Supervised work experience in forest  resource area; Prerequisite: Internship  Coordinator; Instructor permission  required; Credits as arranged; Forestry  Department, FORESTRY, Spring 2020
FOR 192, 92319, Instructor permission required, FORESTRY, Fall 2017
FOR 193, 12498, Independent study course, FORESTRY, Spring 2020
FOR 195, 95625, Prereq: GEOG 040; Cross listed with  GEOG 145; Instructor permission  required; Total combined enrollment =  40, FORESTRY, Fall 2019
FOR 223, 90587, Prereqs enforced by the system: NR 103;  Course fee: $100.00; Cross listed with  FOR 385 A; Total combined enrollment is  35, FORESTRY, Fall 2020
FOR 225, 15473, No Requirement Information Given, FORESTRY, Spring 2016
FOR 228, 94325, Prereqs enforced by the system: NR 103  or BCOR 102 or PSS161 Cross listed with  NR 228; Total combined enrollment = 25, FORESTRY, Fall 2020
FOR 233, 13206, Prereqs enforced by the system: FOR 223, FORESTRY, Spring 2020
FOR 272, 10473, Prereqs enforced by the system: FOR 122  & 205 & NR 223; Pre/Co-req: FOR 223, FORESTRY, Spring 2020
FOR 291, 90588, Senior standing; AND permission  required, FORESTRY, Fall 2020
FOR 293, 92532, Meetings independently arranged between  students & faculty, FORESTRY, Fall 2020
FOR 295, 95829, No Requirement Information Given, FORESTRY, Fall 2020
